date,profile_id,month_year,year
2019-03-24,441,03-2019,2019
2019-03-25,1809,03-2019,2019
2019-03-26,1720,03-2019,2019
2019-03-27,1836,03-2019,2019
2019-03-28,1858,03-2019,2019
2019-03-29,1156,03-2019,2019
2019-03-30,397,03-2019,2019
2019-03-31,365,03-2019,2019
2019-04-01,1572,04-2019,2019
2019-04-02,1620,04-2019,2019
2019-04-03,1721,04-2019,2019
2019-04-04,1724,04-2019,2019
2019-04-05,1552,04-2019,2019
2019-04-06,441,04-2019,2019
2019-04-07,337,04-2019,2019
2019-04-08,1752,04-2019,2019
2019-04-09,2263,04-2019,2019
2019-04-10,2187,04-2019,2019
2019-04-11,1867,04-2019,2019
2019-04-12,1632,04-2019,2019
2019-04-13,566,04-2019,2019
2019-04-14,414,04-2019,2019
2019-04-15,1863,04-2019,2019
2019-04-16,2051,04-2019,2019
2019-04-17,2142,04-2019,2019
2019-04-18,2177,04-2019,2019
2019-04-19,1166,04-2019,2019
2019-04-20,348,04-2019,2019
2019-04-21,310,04-2019,2019
2019-04-22,1435,04-2019,2019
2019-04-23,2024,04-2019,2019
2019-04-24,1951,04-2019,2019
2019-04-25,2062,04-2019,2019
2019-04-26,1867,04-2019,2019
2019-04-27,571,04-2019,2019
2019-04-28,491,04-2019,2019
2019-04-29,1721,04-2019,2019
2019-04-30,1901,04-2019,2019
2019-05-01,1791,05-2019,2019
2019-05-02,2155,05-2019,2019
2019-05-03,1767,05-2019,2019
2019-05-04,479,05-2019,2019
2019-05-05,367,05-2019,2019
2019-05-06,1667,05-2019,2019
2019-05-07,3265,05-2019,2019
2019-05-08,2879,05-2019,2019
2019-05-09,2559,05-2019,2019
2019-05-10,2031,05-2019,2019
2019-05-11,617,05-2019,2019
2019-05-12,629,05-2019,2019
2019-05-13,1943,05-2019,2019
2019-05-14,2282,05-2019,2019
2019-05-15,2263,05-2019,2019
2019-05-16,1927,05-2019,2019
2019-05-17,1878,05-2019,2019
2019-05-18,477,05-2019,2019
2019-05-19,486,05-2019,2019
2019-05-20,1761,05-2019,2019
2019-05-21,1986,05-2019,2019
2019-05-22,2167,05-2019,2019
2019-05-23,2071,05-2019,2019
2019-05-24,1907,05-2019,2019
2019-05-25,1000,05-2019,2019
2019-05-26,540,05-2019,2019
2019-05-27,1314,05-2019,2019
2019-05-28,2277,05-2019,2019
2019-05-29,2394,05-2019,2019
2019-05-30,1958,05-2019,2019
2019-05-31,1505,05-2019,2019
2019-06-01,546,06-2019,2019
2019-06-02,425,06-2019,2019
2019-06-03,1886,06-2019,2019
2019-06-04,2345,06-2019,2019
2019-06-05,2139,06-2019,2019
2019-06-06,2318,06-2019,2019
2019-06-07,1659,06-2019,2019
2019-06-08,498,06-2019,2019
2019-06-09,435,06-2019,2019
2019-06-10,1884,06-2019,2019
2019-06-11,2061,06-2019,2019
2019-06-12,2396,06-2019,2019
2019-06-13,2617,06-2019,2019
2019-06-14,2015,06-2019,2019
2019-06-15,607,06-2019,2019
2019-06-16,563,06-2019,2019
2019-06-17,2066,06-2019,2019
2019-06-18,2461,06-2019,2019
2019-06-19,2395,06-2019,2019
2019-06-20,2287,06-2019,2019
2019-06-21,2149,06-2019,2019
2019-06-22,595,06-2019,2019
2019-06-23,615,06-2019,2019
2019-06-24,2327,06-2019,2019
2019-06-25,3011,06-2019,2019
2019-06-26,2597,06-2019,2019
2019-06-27,2619,06-2019,2019
2019-06-28,2109,06-2019,2019
2019-06-29,546,06-2019,2019
2019-06-30,540,06-2019,2019
2019-07-01,2090,07-2019,2019
2019-07-02,3001,07-2019,2019
2019-07-03,2609,07-2019,2019
2019-07-04,2007,07-2019,2019
2019-07-05,1646,07-2019,2019
2019-07-06,621,07-2019,2019
2019-07-07,589,07-2019,2019
2019-07-08,2420,07-2019,2019
2019-07-09,2984,07-2019,2019
2019-07-10,2771,07-2019,2019
2019-07-11,3325,07-2019,2019
2019-07-12,2209,07-2019,2019
2019-07-13,639,07-2019,2019
2019-07-14,661,07-2019,2019
2019-07-15,2359,07-2019,2019
2019-07-16,2801,07-2019,2019
2019-07-17,2394,07-2019,2019
2019-07-18,2968,07-2019,2019
2019-07-19,2538,07-2019,2019
2019-07-20,676,07-2019,2019
2019-07-21,736,07-2019,2019
2019-07-22,2223,07-2019,2019
2019-07-23,2799,07-2019,2019
2019-07-24,2579,07-2019,2019
2019-07-25,3056,07-2019,2019
2019-07-26,2343,07-2019,2019
2019-07-27,714,07-2019,2019
2019-07-28,722,07-2019,2019
2019-07-29,2320,07-2019,2019
2019-07-30,2447,07-2019,2019
2019-07-31,2495,07-2019,2019
2019-08-01,2666,08-2019,2019
2019-08-02,2169,08-2019,2019
2019-08-03,897,08-2019,2019
2019-08-04,651,08-2019,2019
2019-08-05,2277,08-2019,2019
2019-08-06,2638,08-2019,2019
2019-08-07,2771,08-2019,2019
2019-08-08,2767,08-2019,2019
2019-08-09,2449,08-2019,2019
2019-08-10,798,08-2019,2019
2019-08-11,867,08-2019,2019
2019-08-12,2537,08-2019,2019
2019-08-13,2539,08-2019,2019
2019-08-14,2821,08-2019,2019
2019-08-15,2513,08-2019,2019
2019-08-16,2397,08-2019,2019
2019-08-17,958,08-2019,2019
2019-08-18,744,08-2019,2019
2019-08-19,2330,08-2019,2019
2019-08-20,2755,08-2019,2019
2019-08-21,3326,08-2019,2019
2019-08-22,2918,08-2019,2019
2019-08-23,2176,08-2019,2019
2019-08-24,677,08-2019,2019
2019-08-25,651,08-2019,2019
2019-08-26,2213,08-2019,2019
2019-08-27,3946,08-2019,2019
2019-08-28,3848,08-2019,2019
2019-08-29,3435,08-2019,2019
2019-08-30,2505,08-2019,2019
2019-08-31,1122,08-2019,2019
2019-09-01,722,09-2019,2019
2019-09-02,1766,09-2019,2019
2019-09-03,2469,09-2019,2019
2019-09-04,2864,09-2019,2019
2019-09-05,3164,09-2019,2019
2019-09-06,2938,09-2019,2019
2019-09-07,1046,09-2019,2019
2019-09-08,756,09-2019,2019
2019-09-09,2487,09-2019,2019
2019-09-10,3086,09-2019,2019
2019-09-11,2987,09-2019,2019
2019-09-12,2886,09-2019,2019
2019-09-13,2532,09-2019,2019
2019-09-14,802,09-2019,2019
2019-09-15,774,09-2019,2019
2019-09-16,2535,09-2019,2019
2019-09-17,2758,09-2019,2019
2019-09-18,2902,09-2019,2019
2019-09-19,3037,09-2019,2019
2019-09-20,2542,09-2019,2019
2019-09-21,893,09-2019,2019
2019-09-22,804,09-2019,2019
2019-09-23,2810,09-2019,2019
2019-09-24,3348,09-2019,2019
2019-09-25,2915,09-2019,2019
2019-09-26,3374,09-2019,2019
2019-09-27,2941,09-2019,2019
2019-09-28,833,09-2019,2019
2019-09-29,828,09-2019,2019
2019-09-30,2381,09-2019,2019
2019-10-01,3220,10-2019,2019
2019-10-02,2820,10-2019,2019
2019-10-03,2771,10-2019,2019
2019-10-04,2700,10-2019,2019
2019-10-05,910,10-2019,2019
2019-10-06,895,10-2019,2019
2019-10-07,3000,10-2019,2019
2019-10-08,3360,10-2019,2019
2019-10-09,3259,10-2019,2019
2019-10-10,3527,10-2019,2019
2019-10-11,2548,10-2019,2019
2019-10-12,811,10-2019,2019
2019-10-13,873,10-2019,2019
2019-10-14,2550,10-2019,2019
2019-10-15,3059,10-2019,2019
2019-10-16,2955,10-2019,2019
2019-10-17,2948,10-2019,2019
2019-10-18,2572,10-2019,2019
2019-10-19,802,10-2019,2019
2019-10-20,750,10-2019,2019
2019-10-21,2335,10-2019,2019
2019-10-22,3026,10-2019,2019
2019-10-23,2794,10-2019,2019
2019-10-24,2732,10-2019,2019
2019-10-25,2288,10-2019,2019
2019-10-26,738,10-2019,2019
2019-10-27,729,10-2019,2019
2019-10-28,2347,10-2019,2019
2019-10-29,2846,10-2019,2019
2019-10-30,2628,10-2019,2019
2019-10-31,2700,10-2019,2019
2019-11-01,2204,11-2019,2019
2019-11-02,812,11-2019,2019
2019-11-03,1553,11-2019,2019
2019-11-04,2642,11-2019,2019
2019-11-05,3106,11-2019,2019
2019-11-06,3178,11-2019,2019
2019-11-07,3098,11-2019,2019
2019-11-08,2677,11-2019,2019
2019-11-09,920,11-2019,2019
2019-11-10,1007,11-2019,2019
2019-11-11,2569,11-2019,2019
2019-11-12,3538,11-2019,2019
2019-11-13,3380,11-2019,2019
2019-11-14,3433,11-2019,2019
2019-11-15,3017,11-2019,2019
2019-11-16,1036,11-2019,2019
2019-11-17,971,11-2019,2019
2019-11-18,3032,11-2019,2019
2019-11-19,3736,11-2019,2019
2019-11-20,3805,11-2019,2019
2019-11-21,3580,11-2019,2019
2019-11-22,4452,11-2019,2019
2019-11-23,1034,11-2019,2019
2019-11-24,959,11-2019,2019
2019-11-25,4292,11-2019,2019
2019-11-26,3460,11-2019,2019
2019-11-27,2423,11-2019,2019
2019-11-28,2371,11-2019,2019
2019-11-29,2131,11-2019,2019
2019-11-30,832,11-2019,2019
2019-12-01,956,12-2019,2019
2019-12-02,2837,12-2019,2019
2019-12-03,3567,12-2019,2019
2019-12-04,3694,12-2019,2019
2019-12-05,3629,12-2019,2019
2019-12-06,3002,12-2019,2019
2019-12-07,1016,12-2019,2019
2019-12-08,1116,12-2019,2019
2019-12-09,3161,12-2019,2019
2019-12-10,3122,12-2019,2019
2019-12-11,2986,12-2019,2019
2019-12-12,3223,12-2019,2019
2019-12-13,2635,12-2019,2019
2019-12-14,1147,12-2019,2019
2019-12-15,1035,12-2019,2019
2019-12-16,2937,12-2019,2019
2019-12-17,2964,12-2019,2019
2019-12-18,2822,12-2019,2019
2019-12-19,2794,12-2019,2019
2019-12-20,2271,12-2019,2019
2019-12-21,936,12-2019,2019
2019-12-22,778,12-2019,2019
2019-12-23,1605,12-2019,2019
2019-12-24,1177,12-2019,2019
2019-12-25,671,12-2019,2019
2019-12-26,1216,12-2019,2019
2019-12-27,1355,12-2019,2019
2019-12-28,947,12-2019,2019
2019-12-29,1036,12-2019,2019
2019-12-30,1576,12-2019,2019
2019-12-31,1453,12-2019,2019
2020-01-01,787,01-2020,2020
2020-01-02,2340,01-2020,2020
2020-01-03,2545,01-2020,2020
2020-01-04,1347,01-2020,2020
2020-01-05,1289,01-2020,2020
2020-01-06,2622,01-2020,2020
2020-01-07,3744,01-2020,2020
2020-01-08,3652,01-2020,2020
2020-01-09,3781,01-2020,2020
2020-01-10,3578,01-2020,2020
2020-01-11,1766,01-2020,2020
2020-01-12,1618,01-2020,2020
2020-01-13,4079,01-2020,2020
2020-01-14,4132,01-2020,2020
2020-01-15,3497,01-2020,2020
2020-01-16,3636,01-2020,2020
2020-01-17,3490,01-2020,2020
2020-01-18,1327,01-2020,2020
2020-01-19,1166,01-2020,2020
2020-01-20,3514,01-2020,2020
2020-01-21,3748,01-2020,2020
2020-01-22,3597,01-2020,2020
2020-01-23,3374,01-2020,2020
2020-01-24,3225,01-2020,2020
2020-01-25,1200,01-2020,2020
2020-01-26,1229,01-2020,2020
2020-01-27,2900,01-2020,2020
2020-01-28,3211,01-2020,2020
2020-01-29,4222,01-2020,2020
2020-01-30,3837,01-2020,2020
2020-01-31,3104,01-2020,2020
2020-02-01,1198,02-2020,2020
2020-02-02,1172,02-2020,2020
2020-02-03,3082,02-2020,2020
2020-02-04,4366,02-2020,2020
2020-02-05,4570,02-2020,2020
2020-02-06,5245,02-2020,2020
2020-02-07,3851,02-2020,2020
2020-02-08,1458,02-2020,2020
2020-02-09,1510,02-2020,2020
2020-02-10,4545,02-2020,2020
2020-02-11,4661,02-2020,2020
2020-02-12,4287,02-2020,2020
2020-02-13,4242,02-2020,2020
2020-02-14,3600,02-2020,2020
2020-02-15,1402,02-2020,2020
2020-02-16,1335,02-2020,2020
2020-02-17,3345,02-2020,2020
2020-02-18,3958,02-2020,2020
2020-02-19,4320,02-2020,2020
2020-02-20,4151,02-2020,2020
2020-02-21,3944,02-2020,2020
2020-02-22,1355,02-2020,2020
2020-02-23,1254,02-2020,2020
2020-02-24,3564,02-2020,2020
2020-02-25,3483,02-2020,2020
2020-02-26,3022,02-2020,2020
2020-02-27,3155,02-2020,2020
2020-02-28,2440,02-2020,2020
2020-02-29,938,02-2020,2020
2020-03-01,938,03-2020,2020
2020-03-02,2338,03-2020,2020
2020-03-03,3543,03-2020,2020
2020-03-04,3653,03-2020,2020
2020-03-05,3453,03-2020,2020
2020-03-06,3189,03-2020,2020
2020-03-07,1129,03-2020,2020
2020-03-08,1250,03-2020,2020
2020-03-09,3052,03-2020,2020
2020-03-10,3394,03-2020,2020
2020-03-11,4531,03-2020,2020
2020-03-12,3165,03-2020,2020
2020-03-13,2550,03-2020,2020
2020-03-14,1059,03-2020,2020
2020-03-15,1013,03-2020,2020
2020-03-16,2026,03-2020,2020
2020-03-17,2336,03-2020,2020
2020-03-18,2123,03-2020,2020
2020-03-19,2197,03-2020,2020
2020-03-20,1976,03-2020,2020
2020-03-21,1137,03-2020,2020
2020-03-22,1263,03-2020,2020
2020-03-23,2040,03-2020,2020
2020-03-24,2263,03-2020,2020
2020-03-25,2345,03-2020,2020
2020-03-26,2545,03-2020,2020
2020-03-27,2341,03-2020,2020
2020-03-28,1075,03-2020,2020
2020-03-29,1074,03-2020,2020
2020-03-30,2220,03-2020,2020
2020-03-31,2450,03-2020,2020
2020-04-01,2520,04-2020,2020
2020-04-02,2416,04-2020,2020
2020-04-03,2442,04-2020,2020
2020-04-04,1034,04-2020,2020
2020-04-05,2261,04-2020,2020
2020-04-06,2338,04-2020,2020
2020-04-07,2841,04-2020,2020
2020-04-08,3546,04-2020,2020
2020-04-09,3084,04-2020,2020
2020-04-10,2512,04-2020,2020
2020-04-11,1218,04-2020,2020
2020-04-12,1246,04-2020,2020
2020-04-13,2430,04-2020,2020
2020-04-14,3133,04-2020,2020
2020-04-15,3381,04-2020,2020
2020-04-16,3239,04-2020,2020
2020-04-17,2958,04-2020,2020
2020-04-18,1636,04-2020,2020
2020-04-19,1267,04-2020,2020
2020-04-20,3060,04-2020,2020
2020-04-21,3352,04-2020,2020
2020-04-22,3674,04-2020,2020
2020-04-23,3877,04-2020,2020
2020-04-24,3248,04-2020,2020
2020-04-25,1281,04-2020,2020
2020-04-26,1317,04-2020,2020
2020-04-27,3183,04-2020,2020
2020-04-28,3742,04-2020,2020
2020-04-29,3570,04-2020,2020
2020-04-30,3097,04-2020,2020
2020-05-01,2462,05-2020,2020
2020-05-02,1398,05-2020,2020
2020-05-03,1296,05-2020,2020
2020-05-04,3137,05-2020,2020
2020-05-05,3695,05-2020,2020
2020-05-06,3590,05-2020,2020
2020-05-07,3524,05-2020,2020
2020-05-08,2841,05-2020,2020
2020-05-09,1423,05-2020,2020
2020-05-10,1125,05-2020,2020
2020-05-11,2963,05-2020,2020
2020-05-12,3498,05-2020,2020
2020-05-13,3584,05-2020,2020
2020-05-14,3788,05-2020,2020
2020-05-15,3288,05-2020,2020
2020-05-16,1499,05-2020,2020
2020-05-17,1456,05-2020,2020
2020-05-18,3279,05-2020,2020
2020-05-19,3596,05-2020,2020
2020-05-20,3983,05-2020,2020
2020-05-21,3800,05-2020,2020
2020-05-22,2898,05-2020,2020
2020-05-23,1637,05-2020,2020
2020-05-24,1266,05-2020,2020
2020-05-25,2272,05-2020,2020
2020-05-26,3386,05-2020,2020
2020-05-27,3677,05-2020,2020
2020-05-28,3328,05-2020,2020
2020-05-29,2997,05-2020,2020
2020-05-30,1204,05-2020,2020
2020-05-31,1051,05-2020,2020
2020-06-01,2766,06-2020,2020
2020-06-02,3462,06-2020,2020
2020-06-03,3579,06-2020,2020
2020-06-04,3568,06-2020,2020
2020-06-05,3293,06-2020,2020
2020-06-06,1328,06-2020,2020
2020-06-07,1165,06-2020,2020
2020-06-08,3198,06-2020,2020
2020-06-09,3791,06-2020,2020
2020-06-10,3954,06-2020,2020
2020-06-11,3994,06-2020,2020
2020-06-12,3129,06-2020,2020
2020-06-13,1242,06-2020,2020
2020-06-14,1139,06-2020,2020
2020-06-15,3414,06-2020,2020
2020-06-16,3975,06-2020,2020
2020-06-17,3899,06-2020,2020
2020-06-18,3926,06-2020,2020
2020-06-19,3085,06-2020,2020
2020-06-20,1149,06-2020,2020
2020-06-21,1174,06-2020,2020
2020-06-22,3161,06-2020,2020
2020-06-23,3437,06-2020,2020
2020-06-24,3644,06-2020,2020
2020-06-25,3503,06-2020,2020
2020-06-26,3254,06-2020,2020
2020-06-27,1223,06-2020,2020
2020-06-28,1194,06-2020,2020
2020-06-29,8174,06-2020,2020
2020-06-30,6549,06-2020,2020
2020-07-01,4496,07-2020,2020
2020-07-02,3995,07-2020,2020
2020-07-03,2915,07-2020,2020
2020-07-04,1340,07-2020,2020
2020-07-05,1473,07-2020,2020
2020-07-06,3894,07-2020,2020
2020-07-07,4055,07-2020,2020
2020-07-08,4062,07-2020,2020
2020-07-09,3698,07-2020,2020
2020-07-10,3404,07-2020,2020
2020-07-11,1426,07-2020,2020
2020-07-12,1164,07-2020,2020
2020-07-13,2671,07-2020,2020
2020-07-14,3172,07-2020,2020
2020-07-15,3193,07-2020,2020
2020-07-16,3612,07-2020,2020
2020-07-17,2598,07-2020,2020
2020-07-18,1141,07-2020,2020
2020-07-19,1181,07-2020,2020
2020-07-20,2883,07-2020,2020
2020-07-21,3441,07-2020,2020
2020-07-22,3707,07-2020,2020
2020-07-23,4293,07-2020,2020
2020-07-24,2795,07-2020,2020
2020-07-25,1384,07-2020,2020
2020-07-26,1037,07-2020,2020
2020-07-27,3094,07-2020,2020
2020-07-28,3196,07-2020,2020
2020-07-29,5468,07-2020,2020
2020-07-30,3055,07-2020,2020
2020-07-31,2448,07-2020,2020
2020-08-01,876,08-2020,2020
2020-08-02,1037,08-2020,2020
2020-08-03,2810,08-2020,2020
2020-08-04,3073,08-2020,2020
2020-08-05,3539,08-2020,2020
2020-08-06,3589,08-2020,2020
2020-08-07,2745,08-2020,2020
2020-08-08,1223,08-2020,2020
2020-08-09,1284,08-2020,2020
2020-08-10,2980,08-2020,2020
2020-08-11,3353,08-2020,2020
2020-08-12,3400,08-2020,2020
2020-08-13,3555,08-2020,2020
2020-08-14,2675,08-2020,2020
2020-08-15,942,08-2020,2020
2020-08-16,1179,08-2020,2020
2020-08-17,3075,08-2020,2020
2020-08-18,3660,08-2020,2020
2020-08-19,3397,08-2020,2020
2020-08-20,3162,08-2020,2020
2020-08-21,2501,08-2020,2020
2020-08-22,1108,08-2020,2020
2020-08-23,1066,08-2020,2020
2020-08-24,3146,08-2020,2020
2020-08-25,3458,08-2020,2020
2020-08-26,3356,08-2020,2020
2020-08-27,3123,08-2020,2020
2020-08-28,3057,08-2020,2020
2020-08-29,943,08-2020,2020
2020-08-30,1131,08-2020,2020
2020-08-31,2701,08-2020,2020
2020-09-01,3394,09-2020,2020
2020-09-02,3416,09-2020,2020
2020-09-03,4075,09-2020,2020
2020-09-04,2533,09-2020,2020
2020-09-05,1145,09-2020,2020
2020-09-06,1177,09-2020,2020
2020-09-07,2034,09-2020,2020
2020-09-08,3878,09-2020,2020
2020-09-09,3950,09-2020,2020
2020-09-10,3357,09-2020,2020
2020-09-11,3142,09-2020,2020
2020-09-12,1084,09-2020,2020
2020-09-13,1081,09-2020,2020
2020-09-14,3219,09-2020,2020
2020-09-15,3893,09-2020,2020
2020-09-16,3521,09-2020,2020
2020-09-17,3277,09-2020,2020
2020-09-18,2896,09-2020,2020
2020-09-19,1083,09-2020,2020
2020-09-20,1295,09-2020,2020
2020-09-21,3244,09-2020,2020
2020-09-22,3296,09-2020,2020
2020-09-23,3229,09-2020,2020
2020-09-24,3192,09-2020,2020
2020-09-25,2444,09-2020,2020
2020-09-26,1083,09-2020,2020
2020-09-27,920,09-2020,2020
2020-09-28,3004,09-2020,2020
2020-09-29,3667,09-2020,2020
2020-09-30,4033,09-2020,2020
2020-10-01,4871,10-2020,2020
2020-10-02,2512,10-2020,2020
2020-10-03,1030,10-2020,2020
2020-10-04,1144,10-2020,2020
2020-10-05,3492,10-2020,2020
2020-10-06,3847,10-2020,2020
2020-10-07,3775,10-2020,2020
2020-10-08,3874,10-2020,2020
2020-10-09,2944,10-2020,2020
2020-10-10,1118,10-2020,2020
2020-10-11,926,10-2020,2020
2020-10-12,2934,10-2020,2020
2020-10-13,3526,10-2020,2020
2020-10-14,3329,10-2020,2020
2020-10-15,3252,10-2020,2020
2020-10-16,2978,10-2020,2020
2020-10-17,1048,10-2020,2020
2020-10-18,1300,10-2020,2020
2020-10-19,3250,10-2020,2020
2020-10-20,4253,10-2020,2020
2020-10-21,3424,10-2020,2020
2020-10-22,4132,10-2020,2020
2020-10-23,2779,10-2020,2020
2020-10-24,1070,10-2020,2020
2020-10-25,1108,10-2020,2020
2020-10-26,2811,10-2020,2020
2020-10-27,4945,10-2020,2020
2020-10-28,3640,10-2020,2020
2020-10-29,3395,10-2020,2020
2020-10-30,2948,10-2020,2020
2020-10-31,921,10-2020,2020
2020-11-01,806,11-2020,2020
2020-11-02,2530,11-2020,2020
2020-11-03,3108,11-2020,2020
2020-11-04,2932,11-2020,2020
2020-11-05,3123,11-2020,2020
2020-11-06,2588,11-2020,2020
2020-11-07,1051,11-2020,2020
2020-11-08,956,11-2020,2020
2020-11-09,3043,11-2020,2020
2020-11-10,3125,11-2020,2020
2020-11-11,2930,11-2020,2020
2020-11-12,3257,11-2020,2020
2020-11-13,2985,11-2020,2020
2020-11-14,963,11-2020,2020
2020-11-15,1014,11-2020,2020
2020-11-16,3044,11-2020,2020
2020-11-17,3421,11-2020,2020
2020-11-18,3348,11-2020,2020
2020-11-19,3116,11-2020,2020
2020-11-20,2756,11-2020,2020
2020-11-21,1226,11-2020,2020
2020-11-22,1490,11-2020,2020
2020-11-23,3435,11-2020,2020
2020-11-24,3145,11-2020,2020
2020-11-25,2605,11-2020,2020
2020-11-26,1926,11-2020,2020
2020-11-27,1775,11-2020,2020
2020-11-28,822,11-2020,2020
2020-11-29,963,11-2020,2020
2020-11-30,2554,11-2020,2020
2020-12-01,2781,12-2020,2020
2020-12-02,3029,12-2020,2020
2020-12-03,2924,12-2020,2020
2020-12-04,2338,12-2020,2020
2020-12-05,1106,12-2020,2020
2020-12-06,1554,12-2020,2020
2020-12-07,2403,12-2020,2020
2020-12-08,2574,12-2020,2020
2020-12-09,3131,12-2020,2020
2020-12-10,2848,12-2020,2020
2020-12-11,2353,12-2020,2020
2020-12-12,955,12-2020,2020
2020-12-13,853,12-2020,2020
2020-12-14,2239,12-2020,2020
2020-12-15,2826,12-2020,2020
2020-12-16,2596,12-2020,2020
2020-12-17,2538,12-2020,2020
2020-12-18,2061,12-2020,2020
2020-12-19,930,12-2020,2020
2020-12-20,1116,12-2020,2020
2020-12-21,1763,12-2020,2020
2020-12-22,1804,12-2020,2020
2020-12-23,1459,12-2020,2020
2020-12-24,841,12-2020,2020
2020-12-25,487,12-2020,2020
2020-12-26,657,12-2020,2020
2020-12-27,720,12-2020,2020
2020-12-28,1499,12-2020,2020
2020-12-29,1614,12-2020,2020
2020-12-30,1342,12-2020,2020
2020-12-31,991,12-2020,2020
2021-01-01,633,01-2021,2021
2021-01-02,865,01-2021,2021
2021-01-03,1034,01-2021,2021
2021-01-04,2296,01-2021,2021
2021-01-05,2685,01-2021,2021
2021-01-06,2630,01-2021,2021
2021-01-07,2513,01-2021,2021
2021-01-08,2564,01-2021,2021
2021-01-09,1082,01-2021,2021
2021-01-10,937,01-2021,2021
2021-01-11,3038,01-2021,2021
2021-01-12,3280,01-2021,2021
2021-01-13,2947,01-2021,2021
2021-01-14,2693,01-2021,2021
2021-01-15,2159,01-2021,2021
2021-01-16,927,01-2021,2021
2021-01-17,952,01-2021,2021
2021-01-18,2415,01-2021,2021
2021-01-19,2975,01-2021,2021
2021-01-20,3000,01-2021,2021
2021-01-21,3155,01-2021,2021
2021-01-22,2625,01-2021,2021
2021-01-23,960,01-2021,2021
2021-01-24,1213,01-2021,2021
2021-01-25,3019,01-2021,2021
2021-01-26,3269,01-2021,2021
2021-01-27,2985,01-2021,2021
2021-01-28,2926,01-2021,2021
2021-01-29,2372,01-2021,2021
2021-01-30,949,01-2021,2021
2021-01-31,1167,01-2021,2021
2021-02-01,3077,02-2021,2021
2021-02-02,3006,02-2021,2021
2021-02-03,3046,02-2021,2021
2021-02-04,3055,02-2021,2021
2021-02-05,2642,02-2021,2021
2021-02-06,1093,02-2021,2021
2021-02-07,1115,02-2021,2021
2021-02-08,2555,02-2021,2021
2021-02-09,3419,02-2021,2021
2021-02-10,3262,02-2021,2021
2021-02-11,2849,02-2021,2021
2021-02-12,2570,02-2021,2021
2021-02-13,1013,02-2021,2021
2021-02-14,1221,02-2021,2021
2021-02-15,2487,02-2021,2021
2021-02-16,2821,02-2021,2021
2021-02-17,2767,02-2021,2021
2021-02-18,2979,02-2021,2021
2021-02-19,2875,02-2021,2021
2021-02-20,1116,02-2021,2021
2021-02-21,1081,02-2021,2021
