date,profile_id,month_year,year
2021-02-22,3141,02-2021,2021
2021-02-23,3072,02-2021,2021
2021-02-24,3022,02-2021,2021
2021-02-25,3273,02-2021,2021
2021-02-26,2751,02-2021,2021
2021-02-27,1091,02-2021,2021
2021-02-28,1004,02-2021,2021
2021-03-01,2713,03-2021,2021
2021-03-02,3466,03-2021,2021
2021-03-03,3320,03-2021,2021
2021-03-04,3062,03-2021,2021
2021-03-05,2523,03-2021,2021
2021-03-06,1073,03-2021,2021
2021-03-07,1174,03-2021,2021
2021-03-08,2676,03-2021,2021
2021-03-09,3076,03-2021,2021
2021-03-10,3076,03-2021,2021
2021-03-11,2990,03-2021,2021
2021-03-12,2658,03-2021,2021
2021-03-13,928,03-2021,2021
2021-03-14,949,03-2021,2021
2021-03-15,2869,03-2021,2021
2021-03-16,2904,03-2021,2021
2021-03-17,3167,03-2021,2021
2021-03-18,3420,03-2021,2021
2021-03-19,2535,03-2021,2021
2021-03-20,1220,03-2021,2021
2021-03-21,925,03-2021,2021
2021-03-22,2384,03-2021,2021
2021-03-23,2721,03-2021,2021
2021-03-24,2923,03-2021,2021
2021-03-25,2785,03-2021,2021
2021-03-26,2564,03-2021,2021
2021-03-27,819,03-2021,2021
2021-03-28,914,03-2021,2021
2021-03-29,2751,03-2021,2021
2021-03-30,2847,03-2021,2021
2021-03-31,2446,03-2021,2021
2021-04-01,2408,04-2021,2021
2021-04-02,1609,04-2021,2021
2021-04-03,910,04-2021,2021
2021-04-04,1141,04-2021,2021
2021-04-05,1988,04-2021,2021
2021-04-06,2738,04-2021,2021
2021-04-07,2969,04-2021,2021
2021-04-08,2752,04-2021,2021
2021-04-09,2280,04-2021,2021
2021-04-10,910,04-2021,2021
2021-04-11,845,04-2021,2021
2021-04-12,2848,04-2021,2021
2021-04-13,2950,04-2021,2021
2021-04-14,2794,04-2021,2021
2021-04-15,2858,04-2021,2021
2021-04-16,2182,04-2021,2021
2021-04-17,899,04-2021,2021
2021-04-18,785,04-2021,2021
2021-04-19,2921,04-2021,2021
2021-04-20,2831,04-2021,2021
2021-04-21,3037,04-2021,2021
2021-04-22,2803,04-2021,2021
2021-04-23,2397,04-2021,2021
2021-04-24,958,04-2021,2021
2021-04-25,956,04-2021,2021
2021-04-26,2961,04-2021,2021
2021-04-27,2811,04-2021,2021
2021-04-28,2833,04-2021,2021
2021-04-29,2949,04-2021,2021
2021-04-30,2060,04-2021,2021
2021-05-01,672,05-2021,2021
2021-05-02,623,05-2021,2021
2021-05-03,2071,05-2021,2021
2021-05-04,2842,05-2021,2021
2021-05-05,3184,05-2021,2021
2021-05-06,2934,05-2021,2021
2021-05-07,2320,05-2021,2021
2021-05-08,940,05-2021,2021
2021-05-09,891,05-2021,2021
2021-05-10,2725,05-2021,2021
2021-05-11,2841,05-2021,2021
2021-05-12,2899,05-2021,2021
2021-05-13,2253,05-2021,2021
2021-05-14,2167,05-2021,2021
2021-05-15,837,05-2021,2021
2021-05-16,664,05-2021,2021
2021-05-17,2328,05-2021,2021
2021-05-18,2881,05-2021,2021
2021-05-19,2588,05-2021,2021
2021-05-20,3015,05-2021,2021
2021-05-21,2255,05-2021,2021
2021-05-22,805,05-2021,2021
2021-05-23,786,05-2021,2021
2021-05-24,2389,05-2021,2021
2021-05-25,2778,05-2021,2021
2021-05-26,2967,05-2021,2021
2021-05-27,2604,05-2021,2021
2021-05-28,2746,05-2021,2021
2021-05-29,1210,05-2021,2021
2021-05-30,1009,05-2021,2021
2021-05-31,1773,05-2021,2021
2021-06-01,2845,06-2021,2021
2021-06-02,3429,06-2021,2021
2021-06-03,2800,06-2021,2021
2021-06-04,2230,06-2021,2021
2021-06-05,731,06-2021,2021
2021-06-06,830,06-2021,2021
2021-06-07,2991,06-2021,2021
2021-06-08,3180,06-2021,2021
2021-06-09,3350,06-2021,2021
2021-06-10,3187,06-2021,2021
2021-06-11,2913,06-2021,2021
2021-06-12,1173,06-2021,2021
2021-06-13,1074,06-2021,2021
2021-06-14,2610,06-2021,2021
2021-06-15,3296,06-2021,2021
2021-06-16,3066,06-2021,2021
2021-06-17,2741,06-2021,2021
2021-06-18,2461,06-2021,2021
2021-06-19,937,06-2021,2021
2021-06-20,988,06-2021,2021
2021-06-21,2812,06-2021,2021
2021-06-22,2763,06-2021,2021
2021-06-23,2929,06-2021,2021
2021-06-24,2629,06-2021,2021
2021-06-25,2237,06-2021,2021
2021-06-26,767,06-2021,2021
2021-06-27,1033,06-2021,2021
2021-06-28,2824,06-2021,2021
2021-06-29,2693,06-2021,2021
2021-06-30,2558,06-2021,2021
2021-07-01,2543,07-2021,2021
2021-07-02,1971,07-2021,2021
2021-07-03,1073,07-2021,2021
2021-07-04,1269,07-2021,2021
2021-07-05,2228,07-2021,2021
2021-07-06,2806,07-2021,2021
2021-07-07,2445,07-2021,2021
2021-07-08,2751,07-2021,2021
2021-07-09,2424,07-2021,2021
2021-07-10,910,07-2021,2021
2021-07-11,882,07-2021,2021
2021-07-12,2367,07-2021,2021
2021-07-13,2596,07-2021,2021
2021-07-14,2605,07-2021,2021
2021-07-15,2283,07-2021,2021
2021-07-16,2069,07-2021,2021
2021-07-17,749,07-2021,2021
2021-07-18,743,07-2021,2021
2021-07-19,2196,07-2021,2021
2021-07-20,2281,07-2021,2021
2021-07-21,2467,07-2021,2021
2021-07-22,2459,07-2021,2021
2021-07-23,1976,07-2021,2021
2021-07-24,1006,07-2021,2021
2021-07-25,1005,07-2021,2021
2021-07-26,2296,07-2021,2021
2021-07-27,2572,07-2021,2021
2021-07-28,2507,07-2021,2021
2021-07-29,2414,07-2021,2021
2021-07-30,1984,07-2021,2021
2021-07-31,1266,07-2021,2021
2021-08-01,1059,08-2021,2021
2021-08-02,2349,08-2021,2021
2021-08-03,2453,08-2021,2021
2021-08-04,2498,08-2021,2021
2021-08-05,2736,08-2021,2021
2021-08-06,2502,08-2021,2021
2021-08-07,1112,08-2021,2021
2021-08-08,1223,08-2021,2021
2021-08-09,2529,08-2021,2021
2021-08-10,2894,08-2021,2021
2021-08-11,2699,08-2021,2021
2021-08-12,2535,08-2021,2021
2021-08-13,8971,08-2021,2021
2021-08-14,3191,08-2021,2021
2021-08-15,2034,08-2021,2021
2021-08-16,3159,08-2021,2021
2021-08-17,3164,08-2021,2021
2021-08-18,2939,08-2021,2021
2021-08-19,2589,08-2021,2021
2021-08-20,1879,08-2021,2021
2021-08-21,1309,08-2021,2021
2021-08-22,1345,08-2021,2021
2021-08-23,3106,08-2021,2021
2021-08-24,3194,08-2021,2021
2021-08-25,2882,08-2021,2021
2021-08-26,3022,08-2021,2021
2021-08-27,2627,08-2021,2021
2021-08-28,1171,08-2021,2021
2021-08-29,1259,08-2021,2021
2021-08-30,2452,08-2021,2021
2021-08-31,3053,08-2021,2021
2021-09-01,2701,09-2021,2021
2021-09-02,2993,09-2021,2021
2021-09-03,1946,09-2021,2021
2021-09-04,902,09-2021,2021
2021-09-05,1149,09-2021,2021
2021-09-06,1636,09-2021,2021
2021-09-07,2409,09-2021,2021
2021-09-08,2811,09-2021,2021
2021-09-09,2770,09-2021,2021
2021-09-10,2527,09-2021,2021
2021-09-11,964,09-2021,2021
2021-09-12,1035,09-2021,2021
2021-09-13,2679,09-2021,2021
2021-09-14,3075,09-2021,2021
2021-09-15,3348,09-2021,2021
2021-09-16,3087,09-2021,2021
2021-09-17,2473,09-2021,2021
2021-09-18,904,09-2021,2021
2021-09-19,953,09-2021,2021
2021-09-20,2704,09-2021,2021
2021-09-21,3020,09-2021,2021
2021-09-22,3235,09-2021,2021
2021-09-23,3012,09-2021,2021
2021-09-24,2719,09-2021,2021
2021-09-25,1337,09-2021,2021
2021-09-26,858,09-2021,2021
2021-09-27,3163,09-2021,2021
2021-09-28,4008,09-2021,2021
2021-09-29,4110,09-2021,2021
2021-09-30,2664,09-2021,2021
2021-10-01,2352,10-2021,2021
2021-10-02,979,10-2021,2021
2021-10-03,913,10-2021,2021
2021-10-04,2946,10-2021,2021
2021-10-05,3828,10-2021,2021
2021-10-06,4402,10-2021,2021
2021-10-07,3310,10-2021,2021
2021-10-08,2341,10-2021,2021
2021-10-09,794,10-2021,2021
2021-10-10,951,10-2021,2021
2021-10-11,2445,10-2021,2021
2021-10-12,2701,10-2021,2021
2021-10-13,2965,10-2021,2021
2021-10-14,2774,10-2021,2021
2021-10-15,2327,10-2021,2021
2021-10-16,895,10-2021,2021
2021-10-17,1014,10-2021,2021
2021-10-18,2862,10-2021,2021
2021-10-19,2863,10-2021,2021
2021-10-20,2889,10-2021,2021
2021-10-21,2741,10-2021,2021
2021-10-22,2326,10-2021,2021
2021-10-23,949,10-2021,2021
2021-10-24,979,10-2021,2021
2021-10-25,2701,10-2021,2021
2021-10-26,2792,10-2021,2021
2021-10-27,2709,10-2021,2021
2021-10-28,2777,10-2021,2021
2021-10-29,2631,10-2021,2021
2021-10-30,893,10-2021,2021
2021-10-31,897,10-2021,2021
2021-11-01,2116,11-2021,2021
2021-11-02,2929,11-2021,2021
2021-11-03,2368,11-2021,2021
2021-11-04,2407,11-2021,2021
2021-11-05,2503,11-2021,2021
2021-11-06,799,11-2021,2021
2021-11-07,1083,11-2021,2021
2021-11-08,2674,11-2021,2021
2021-11-09,2727,11-2021,2021
2021-11-10,2469,11-2021,2021
2021-11-11,2418,11-2021,2021
2021-11-12,2171,11-2021,2021
2021-11-13,890,11-2021,2021
2021-11-14,905,11-2021,2021
2021-11-15,2381,11-2021,2021
2021-11-16,2568,11-2021,2021
2021-11-17,2293,11-2021,2021
2021-11-18,2668,11-2021,2021
2021-11-19,2218,11-2021,2021
2021-11-20,860,11-2021,2021
2021-11-21,920,11-2021,2021
2021-11-22,2352,11-2021,2021
2021-11-23,2516,11-2021,2021
2021-11-24,2430,11-2021,2021
2021-11-25,1576,11-2021,2021
2021-11-26,1562,11-2021,2021
2021-11-27,800,11-2021,2021
2021-11-28,915,11-2021,2021
2021-11-29,2411,11-2021,2021
2021-11-30,2700,11-2021,2021
2021-12-01,2417,12-2021,2021
2021-12-02,2579,12-2021,2021
2021-12-03,2154,12-2021,2021
2021-12-04,837,12-2021,2021
2021-12-05,986,12-2021,2021
2021-12-06,2495,12-2021,2021
2021-12-07,2846,12-2021,2021
2021-12-08,2764,12-2021,2021
2021-12-09,2351,12-2021,2021
2021-12-10,2124,12-2021,2021
2021-12-11,869,12-2021,2021
2021-12-12,851,12-2021,2021
2021-12-13,2735,12-2021,2021
2021-12-14,2329,12-2021,2021
2021-12-15,2234,12-2021,2021
2021-12-16,2255,12-2021,2021
2021-12-17,1705,12-2021,2021
2021-12-18,749,12-2021,2021
2021-12-19,772,12-2021,2021
2021-12-20,1908,12-2021,2021
2021-12-21,1939,12-2021,2021
2021-12-22,1797,12-2021,2021
2021-12-23,1292,12-2021,2021
2021-12-24,737,12-2021,2021
2021-12-25,540,12-2021,2021
2021-12-26,715,12-2021,2021
2021-12-27,1267,12-2021,2021
2021-12-28,1251,12-2021,2021
2021-12-29,1553,12-2021,2021
2021-12-30,1294,12-2021,2021
2021-12-31,731,12-2021,2021
2022-01-01,666,01-2022,2022
2022-01-02,749,01-2022,2022
2022-01-03,1819,01-2022,2022
2022-01-04,2479,01-2022,2022
2022-01-05,2436,01-2022,2022
2022-01-06,2387,01-2022,2022
2022-01-07,2312,01-2022,2022
2022-01-08,1201,01-2022,2022
2022-01-09,975,01-2022,2022
2022-01-10,2733,01-2022,2022
2022-01-11,3288,01-2022,2022
2022-01-12,2796,01-2022,2022
2022-01-13,2895,01-2022,2022
2022-01-14,2421,01-2022,2022
2022-01-15,1034,01-2022,2022
2022-01-16,974,01-2022,2022
2022-01-17,2418,01-2022,2022
2022-01-18,2715,01-2022,2022
2022-01-19,2847,01-2022,2022
2022-01-20,3035,01-2022,2022
2022-01-21,2321,01-2022,2022
2022-01-22,974,01-2022,2022
2022-01-23,986,01-2022,2022
2022-01-24,2779,01-2022,2022
2022-01-25,2975,01-2022,2022
2022-01-26,3233,01-2022,2022
2022-01-27,2998,01-2022,2022
2022-01-28,2640,01-2022,2022
2022-01-29,1036,01-2022,2022
2022-01-30,1224,01-2022,2022
2022-01-31,3043,01-2022,2022
2022-02-01,3189,02-2022,2022
2022-02-02,4004,02-2022,2022
2022-02-03,3403,02-2022,2022
2022-02-04,2825,02-2022,2022
2022-02-05,1108,02-2022,2022
2022-02-06,1066,02-2022,2022
2022-02-07,3239,02-2022,2022
2022-02-08,3309,02-2022,2022
2022-02-09,3299,02-2022,2022
2022-02-10,2866,02-2022,2022
2022-02-11,2490,02-2022,2022
2022-02-12,971,02-2022,2022
2022-02-13,835,02-2022,2022
2022-02-14,2982,02-2022,2022
2022-02-15,2813,02-2022,2022
2022-02-16,3431,02-2022,2022
2022-02-17,3183,02-2022,2022
2022-02-18,2398,02-2022,2022
2022-02-19,997,02-2022,2022
2022-02-20,1076,02-2022,2022
2022-02-21,2396,02-2022,2022
2022-02-22,2933,02-2022,2022
2022-02-23,2913,02-2022,2022
2022-02-24,2406,02-2022,2022
2022-02-25,2371,02-2022,2022
2022-02-26,866,02-2022,2022
2022-02-27,900,02-2022,2022
2022-02-28,2716,02-2022,2022
2022-03-01,2774,03-2022,2022
2022-03-02,2750,03-2022,2022
2022-03-03,2782,03-2022,2022
2022-03-04,2321,03-2022,2022
2022-03-05,967,03-2022,2022
2022-03-06,904,03-2022,2022
2022-03-07,2484,03-2022,2022
2022-03-08,2747,03-2022,2022
2022-03-09,2754,03-2022,2022
2022-03-10,3072,03-2022,2022
2022-03-11,2644,03-2022,2022
2022-03-12,921,03-2022,2022
2022-03-13,919,03-2022,2022
2022-03-14,3077,03-2022,2022
2022-03-15,2964,03-2022,2022
2022-03-16,2913,03-2022,2022
2022-03-17,2888,03-2022,2022
2022-03-18,1962,03-2022,2022
2022-03-19,870,03-2022,2022
2022-03-20,893,03-2022,2022
2022-03-21,2598,03-2022,2022
2022-03-22,3012,03-2022,2022
2022-03-23,3072,03-2022,2022
2022-03-24,3270,03-2022,2022
2022-03-25,2303,03-2022,2022
2022-03-26,918,03-2022,2022
2022-03-27,981,03-2022,2022
2022-03-28,2777,03-2022,2022
2022-03-29,2932,03-2022,2022
2022-03-30,2883,03-2022,2022
2022-03-31,2776,03-2022,2022
2022-04-01,2367,04-2022,2022
2022-04-02,863,04-2022,2022
2022-04-03,987,04-2022,2022
2022-04-04,2773,04-2022,2022
2022-04-05,2712,04-2022,2022
2022-04-06,2690,04-2022,2022
2022-04-07,2729,04-2022,2022
2022-04-08,2160,04-2022,2022
2022-04-09,810,04-2022,2022
2022-04-10,805,04-2022,2022
2022-04-11,2515,04-2022,2022
2022-04-12,2696,04-2022,2022
2022-04-13,2532,04-2022,2022
2022-04-14,2981,04-2022,2022
2022-04-15,1331,04-2022,2022
2022-04-16,789,04-2022,2022
2022-04-17,750,04-2022,2022
2022-04-18,2128,04-2022,2022
2022-04-19,2426,04-2022,2022
2022-04-20,2547,04-2022,2022
2022-04-21,2567,04-2022,2022
2022-04-22,2186,04-2022,2022
2022-04-23,901,04-2022,2022
2022-04-24,1030,04-2022,2022
2022-04-25,2562,04-2022,2022
2022-04-26,2685,04-2022,2022
2022-04-27,2861,04-2022,2022
2022-04-28,2659,04-2022,2022
2022-04-29,2275,04-2022,2022
2022-04-30,828,04-2022,2022
2022-05-01,893,05-2022,2022
2022-05-02,2059,05-2022,2022
2022-05-03,2292,05-2022,2022
2022-05-04,2577,05-2022,2022
2022-05-05,2380,05-2022,2022
2022-05-06,2413,05-2022,2022
2022-05-07,838,05-2022,2022
2022-05-08,828,05-2022,2022
2022-05-09,2414,05-2022,2022
2022-05-10,2584,05-2022,2022
2022-05-11,2622,05-2022,2022
2022-05-12,2642,05-2022,2022
2022-05-13,2291,05-2022,2022
2022-05-14,850,05-2022,2022
2022-05-15,821,05-2022,2022
2022-05-16,2217,05-2022,2022
2022-05-17,2592,05-2022,2022
2022-05-18,2618,05-2022,2022
2022-05-19,2617,05-2022,2022
2022-05-20,2453,05-2022,2022
2022-05-21,802,05-2022,2022
2022-05-22,890,05-2022,2022
2022-05-23,2801,05-2022,2022
2022-05-24,3093,05-2022,2022
2022-05-25,2640,05-2022,2022
2022-05-26,2223,05-2022,2022
2022-05-27,2000,05-2022,2022
2022-05-28,701,05-2022,2022
2022-05-29,898,05-2022,2022
2022-05-30,1819,05-2022,2022
2022-05-31,2566,05-2022,2022
2022-06-01,2541,06-2022,2022
2022-06-02,2523,06-2022,2022
2022-06-03,1919,06-2022,2022
2022-06-04,690,06-2022,2022
2022-06-05,778,06-2022,2022
2022-06-06,2252,06-2022,2022
2022-06-07,2492,06-2022,2022
2022-06-08,2531,06-2022,2022
2022-06-09,2784,06-2022,2022
2022-06-10,2371,06-2022,2022
2022-06-11,727,06-2022,2022
2022-06-12,911,06-2022,2022
2022-06-13,2426,06-2022,2022
2022-06-14,2493,06-2022,2022
2022-06-15,2630,06-2022,2022
2022-06-16,2241,06-2022,2022
2022-06-17,1913,06-2022,2022
2022-06-18,760,06-2022,2022
2022-06-19,785,06-2022,2022
2022-06-20,1997,06-2022,2022
2022-06-21,2462,06-2022,2022
2022-06-22,2540,06-2022,2022
2022-06-23,2194,06-2022,2022
2022-06-24,1855,06-2022,2022
2022-06-25,668,06-2022,2022
2022-06-26,729,06-2022,2022
2022-06-27,2210,06-2022,2022
2022-06-28,2353,06-2022,2022
2022-06-29,2164,06-2022,2022
2022-06-30,2064,06-2022,2022
2022-07-01,1591,07-2022,2022
2022-07-02,613,07-2022,2022
2022-07-03,657,07-2022,2022
2022-07-04,1565,07-2022,2022
2022-07-05,2125,07-2022,2022
2022-07-06,2237,07-2022,2022
2022-07-07,2379,07-2022,2022
2022-07-08,1668,07-2022,2022
2022-07-09,732,07-2022,2022
2022-07-10,688,07-2022,2022
2022-07-11,1930,07-2022,2022
2022-07-12,2387,07-2022,2022
2022-07-13,2319,07-2022,2022
2022-07-14,2098,07-2022,2022
2022-07-15,1804,07-2022,2022
2022-07-16,664,07-2022,2022
2022-07-17,804,07-2022,2022
2022-07-18,2085,07-2022,2022
2022-07-19,1957,07-2022,2022
2022-07-20,2089,07-2022,2022
2022-07-21,2127,07-2022,2022
2022-07-22,1813,07-2022,2022
2022-07-23,698,07-2022,2022
2022-07-24,764,07-2022,2022
2022-07-25,2036,07-2022,2022
2022-07-26,2013,07-2022,2022
2022-07-27,2292,07-2022,2022
2022-07-28,1986,07-2022,2022
2022-07-29,1759,07-2022,2022
2022-07-30,718,07-2022,2022
2022-07-31,620,07-2022,2022
2022-08-01,1744,08-2022,2022
2022-08-02,2258,08-2022,2022
2022-08-03,1943,08-2022,2022
2022-08-04,1938,08-2022,2022
2022-08-05,1658,08-2022,2022
2022-08-06,709,08-2022,2022
2022-08-07,807,08-2022,2022
2022-08-08,1942,08-2022,2022
2022-08-09,2122,08-2022,2022
2022-08-10,2211,08-2022,2022
2022-08-11,1997,08-2022,2022
2022-08-12,1609,08-2022,2022
2022-08-13,617,08-2022,2022
2022-08-14,657,08-2022,2022
2022-08-15,1612,08-2022,2022
2022-08-16,2175,08-2022,2022
2022-08-17,2039,08-2022,2022
2022-08-18,2116,08-2022,2022
2022-08-19,1803,08-2022,2022
2022-08-20,674,08-2022,2022
2022-08-21,855,08-2022,2022
2022-08-22,1898,08-2022,2022
2022-08-23,2428,08-2022,2022
2022-08-24,2179,08-2022,2022
2022-08-25,2287,08-2022,2022
2022-08-26,1593,08-2022,2022
2022-08-27,664,08-2022,2022
2022-08-28,774,08-2022,2022
2022-08-29,1731,08-2022,2022
2022-08-30,2312,08-2022,2022
2022-08-31,2370,08-2022,2022
2022-09-01,2119,09-2022,2022
2022-09-02,1975,09-2022,2022
2022-09-03,563,09-2022,2022
2022-09-04,617,09-2022,2022
2022-09-05,1410,09-2022,2022
2022-09-06,2275,09-2022,2022
2022-09-07,2334,09-2022,2022
2022-09-08,2453,09-2022,2022
2022-09-09,1908,09-2022,2022
2022-09-10,758,09-2022,2022
2022-09-11,758,09-2022,2022
2022-09-12,2397,09-2022,2022
2022-09-13,2643,09-2022,2022
2022-09-14,2501,09-2022,2022
2022-09-15,2762,09-2022,2022
2022-09-16,2336,09-2022,2022
2022-09-17,765,09-2022,2022
2022-09-18,798,09-2022,2022
2022-09-19,2524,09-2022,2022
2022-09-20,3380,09-2022,2022
2022-09-21,3996,09-2022,2022
2022-09-22,4029,09-2022,2022
2022-09-23,3271,09-2022,2022
2022-09-24,844,09-2022,2022
2022-09-25,882,09-2022,2022
2022-09-26,3692,09-2022,2022
2022-09-27,4253,09-2022,2022
2022-09-28,1967,09-2022,2022
2022-09-29,1799,09-2022,2022
2022-09-30,2108,09-2022,2022
2022-10-01,776,10-2022,2022
2022-10-02,875,10-2022,2022
2022-10-03,3306,10-2022,2022
2022-10-04,5968,10-2022,2022
2022-10-05,4795,10-2022,2022
2022-10-06,3998,10-2022,2022
2022-10-07,4189,10-2022,2022
2022-10-08,1455,10-2022,2022
2022-10-09,929,10-2022,2022
2022-10-10,3613,10-2022,2022
2022-10-11,4053,10-2022,2022
2022-10-12,4428,10-2022,2022
2022-10-13,4329,10-2022,2022
2022-10-14,3300,10-2022,2022
2022-10-15,1124,10-2022,2022
2022-10-16,1054,10-2022,2022
2022-10-17,4093,10-2022,2022
2022-10-18,5066,10-2022,2022
2022-10-19,4428,10-2022,2022
2022-10-20,5130,10-2022,2022
2022-10-21,4991,10-2022,2022
2022-10-22,873,10-2022,2022
2022-10-23,1091,10-2022,2022
2022-10-24,5597,10-2022,2022
2022-10-25,6245,10-2022,2022
2022-10-26,5817,10-2022,2022
2022-10-27,5154,10-2022,2022
2022-10-28,4396,10-2022,2022
2022-10-29,977,10-2022,2022
2022-10-30,1369,10-2022,2022
2022-10-31,5029,10-2022,2022
2022-11-01,5822,11-2022,2022
2022-11-02,7996,11-2022,2022
2022-11-03,7956,11-2022,2022
2022-11-04,6768,11-2022,2022
2022-11-05,2368,11-2022,2022
2022-11-06,2084,11-2022,2022
2022-11-07,7265,11-2022,2022
2022-11-08,6974,11-2022,2022
2022-11-09,7017,11-2022,2022
2022-11-10,6739,11-2022,2022
2022-11-11,6009,11-2022,2022
2022-11-12,2229,11-2022,2022
2022-11-13,1935,11-2022,2022
2022-11-14,5360,11-2022,2022
2022-11-15,6060,11-2022,2022
2022-11-16,6277,11-2022,2022
2022-11-17,6534,11-2022,2022
2022-11-18,3592,11-2022,2022
2022-11-19,997,11-2022,2022
2022-11-20,1035,11-2022,2022
2022-11-21,3705,11-2022,2022
2022-11-22,4552,11-2022,2022
2022-11-23,3735,11-2022,2022
2022-11-24,2956,11-2022,2022
2022-11-25,2871,11-2022,2022
2022-11-26,1013,11-2022,2022
2022-11-27,1053,11-2022,2022
2022-11-28,5466,11-2022,2022
2022-11-29,6121,11-2022,2022
2022-11-30,6836,11-2022,2022
2022-12-01,6820,12-2022,2022
2022-12-02,4784,12-2022,2022
2022-12-03,1132,12-2022,2022
2022-12-04,1064,12-2022,2022
2022-12-05,4925,12-2022,2022
2022-12-06,4980,12-2022,2022
2022-12-07,5308,12-2022,2022
2022-12-08,4779,12-2022,2022
2022-12-09,4327,12-2022,2022
2022-12-10,820,12-2022,2022
2022-12-11,824,12-2022,2022
2022-12-12,5032,12-2022,2022
2022-12-13,5104,12-2022,2022
2022-12-14,5102,12-2022,2022
2022-12-15,4534,12-2022,2022
2022-12-16,3969,12-2022,2022
2022-12-17,769,12-2022,2022
2022-12-18,656,12-2022,2022
2022-12-19,4280,12-2022,2022
2022-12-20,4679,12-2022,2022
2022-12-21,4119,12-2022,2022
2022-12-22,3621,12-2022,2022
2022-12-23,2217,12-2022,2022
2022-12-24,535,12-2022,2022
2022-12-25,370,12-2022,2022
2022-12-26,924,12-2022,2022
2022-12-27,2133,12-2022,2022
2022-12-28,2145,12-2022,2022
2022-12-29,2081,12-2022,2022
2022-12-30,1677,12-2022,2022
2022-12-31,493,12-2022,2022
2023-01-01,376,01-2023,2023
2023-01-02,1681,01-2023,2023
2023-01-03,4025,01-2023,2023
2023-01-04,4372,01-2023,2023
2023-01-05,3977,01-2023,2023
2023-01-06,3389,01-2023,2023
2023-01-07,685,01-2023,2023
2023-01-08,685,01-2023,2023
2023-01-09,4293,01-2023,2023
2023-01-10,4786,01-2023,2023
2023-01-11,4922,01-2023,2023
2023-01-12,4919,01-2023,2023
2023-01-13,3792,01-2023,2023
2023-01-14,838,01-2023,2023
2023-01-15,1009,01-2023,2023
2023-01-16,3424,01-2023,2023
2023-01-17,5696,01-2023,2023
2023-01-18,5478,01-2023,2023
2023-01-19,5177,01-2023,2023
2023-01-20,4906,01-2023,2023
2023-01-21,1177,01-2023,2023
2023-01-22,1219,01-2023,2023
2023-01-23,4774,01-2023,2023
2023-01-24,5399,01-2023,2023
2023-01-25,5361,01-2023,2023
2023-01-26,5170,01-2023,2023
2023-01-27,4627,01-2023,2023
2023-01-28,904,01-2023,2023
2023-01-29,1056,01-2023,2023
2023-01-30,5462,01-2023,2023
2023-01-31,5959,01-2023,2023
2023-02-01,5631,02-2023,2023
2023-02-02,5762,02-2023,2023
2023-02-03,5073,02-2023,2023
2023-02-04,913,02-2023,2023
2023-02-05,931,02-2023,2023
2023-02-06,4837,02-2023,2023
2023-02-07,5263,02-2023,2023
2023-02-08,5536,02-2023,2023
2023-02-09,4978,02-2023,2023
2023-02-10,4448,02-2023,2023
2023-02-11,888,02-2023,2023
2023-02-12,780,02-2023,2023
2023-02-13,3922,02-2023,2023
2023-02-14,4717,02-2023,2023
2023-02-15,5142,02-2023,2023
2023-02-16,4931,02-2023,2023
2023-02-17,4528,02-2023,2023
2023-02-18,982,02-2023,2023
2023-02-19,897,02-2023,2023
2023-02-20,3635,02-2023,2023
2023-02-21,5285,02-2023,2023
2023-02-22,5247,02-2023,2023
2023-02-23,4860,02-2023,2023
2023-02-24,4192,02-2023,2023
2023-02-25,962,02-2023,2023
2023-02-26,903,02-2023,2023
2023-02-27,4312,02-2023,2023
2023-02-28,4701,02-2023,2023
2023-03-01,4785,03-2023,2023
2023-03-02,4279,03-2023,2023
2023-03-03,3508,03-2023,2023
2023-03-04,784,03-2023,2023
2023-03-05,726,03-2023,2023
2023-03-06,4099,03-2023,2023
2023-03-07,4782,03-2023,2023
2023-03-08,4879,03-2023,2023
2023-03-09,5225,03-2023,2023
2023-03-10,4201,03-2023,2023
2023-03-11,821,03-2023,2023
2023-03-12,917,03-2023,2023
2023-03-13,4691,03-2023,2023
2023-03-14,5075,03-2023,2023
2023-03-15,5909,03-2023,2023
2023-03-16,4967,03-2023,2023
2023-03-17,6043,03-2023,2023
2023-03-18,1571,03-2023,2023
2023-03-19,1145,03-2023,2023
2023-03-20,4431,03-2023,2023
2023-03-21,4661,03-2023,2023
2023-03-22,5074,03-2023,2023
2023-03-23,4810,03-2023,2023
2023-03-24,4281,03-2023,2023
2023-03-25,986,03-2023,2023
2023-03-26,1259,03-2023,2023
2023-03-27,6938,03-2023,2023
2023-03-28,7037,03-2023,2023
2023-03-29,7275,03-2023,2023
2023-03-30,5912,03-2023,2023
2023-03-31,4550,03-2023,2023
2023-04-01,832,04-2023,2023
2023-04-02,844,04-2023,2023
2023-04-03,5431,04-2023,2023
2023-04-04,5816,04-2023,2023
2023-04-05,5520,04-2023,2023
2023-04-06,6323,04-2023,2023
2023-04-07,5170,04-2023,2023
2023-04-08,873,04-2023,2023
2023-04-09,700,04-2023,2023
2023-04-10,5463,04-2023,2023
2023-04-11,5373,04-2023,2023
2023-04-12,4786,04-2023,2023
2023-04-13,5078,04-2023,2023
2023-04-14,4361,04-2023,2023
2023-04-15,1290,04-2023,2023
2023-04-16,1027,04-2023,2023
2023-04-17,4888,04-2023,2023
2023-04-18,6095,04-2023,2023
