date,profile_id,month_year,year
2021-02-19,2833,02-2021,2021
2021-02-20,1086,02-2021,2021
2021-02-21,1057,02-2021,2021
2021-02-22,3110,02-2021,2021
2021-02-23,3035,02-2021,2021
2021-02-24,2990,02-2021,2021
2021-02-25,3236,02-2021,2021
2021-02-26,2718,02-2021,2021
2021-02-27,1067,02-2021,2021
2021-02-28,986,02-2021,2021
2021-03-01,2683,03-2021,2021
2021-03-02,3434,03-2021,2021
2021-03-03,3290,03-2021,2021
2021-03-04,3029,03-2021,2021
2021-03-05,2497,03-2021,2021
2021-03-06,1052,03-2021,2021
2021-03-07,1151,03-2021,2021
2021-03-08,2655,03-2021,2021
2021-03-09,3045,03-2021,2021
2021-03-10,3043,03-2021,2021
2021-03-11,2956,03-2021,2021
2021-03-12,2639,03-2021,2021
2021-03-13,908,03-2021,2021
2021-03-14,931,03-2021,2021
2021-03-15,2839,03-2021,2021
2021-03-16,2876,03-2021,2021
2021-03-17,3139,03-2021,2021
2021-03-18,3378,03-2021,2021
2021-03-19,2508,03-2021,2021
2021-03-20,1198,03-2021,2021
2021-03-21,905,03-2021,2021
2021-03-22,2353,03-2021,2021
2021-03-23,2690,03-2021,2021
2021-03-24,2887,03-2021,2021
2021-03-25,2745,03-2021,2021
2021-03-26,2543,03-2021,2021
2021-03-27,804,03-2021,2021
2021-03-28,894,03-2021,2021
2021-03-29,2726,03-2021,2021
2021-03-30,2811,03-2021,2021
2021-03-31,2418,03-2021,2021
2021-04-01,2384,04-2021,2021
2021-04-02,1586,04-2021,2021
2021-04-03,892,04-2021,2021
2021-04-04,1113,04-2021,2021
2021-04-05,1960,04-2021,2021
2021-04-06,2711,04-2021,2021
2021-04-07,2933,04-2021,2021
2021-04-08,2736,04-2021,2021
2021-04-09,2256,04-2021,2021
2021-04-10,885,04-2021,2021
2021-04-11,829,04-2021,2021
2021-04-12,2798,04-2021,2021
2021-04-13,2902,04-2021,2021
2021-04-14,2754,04-2021,2021
2021-04-15,2822,04-2021,2021
2021-04-16,2150,04-2021,2021
2021-04-17,873,04-2021,2021
2021-04-18,759,04-2021,2021
2021-04-19,2890,04-2021,2021
2021-04-20,2790,04-2021,2021
2021-04-21,2990,04-2021,2021
2021-04-22,2775,04-2021,2021
2021-04-23,2373,04-2021,2021
2021-04-24,943,04-2021,2021
2021-04-25,937,04-2021,2021
2021-04-26,2927,04-2021,2021
2021-04-27,2786,04-2021,2021
2021-04-28,2796,04-2021,2021
2021-04-29,2913,04-2021,2021
2021-04-30,2036,04-2021,2021
2021-05-01,655,05-2021,2021
2021-05-02,608,05-2021,2021
2021-05-03,2040,05-2021,2021
2021-05-04,2805,05-2021,2021
2021-05-05,3156,05-2021,2021
2021-05-06,2904,05-2021,2021
2021-05-07,2283,05-2021,2021
2021-05-08,915,05-2021,2021
2021-05-09,868,05-2021,2021
2021-05-10,2684,05-2021,2021
2021-05-11,2782,05-2021,2021
2021-05-12,2851,05-2021,2021
2021-05-13,2216,05-2021,2021
2021-05-14,2135,05-2021,2021
2021-05-15,814,05-2021,2021
2021-05-16,643,05-2021,2021
2021-05-17,2303,05-2021,2021
2021-05-18,2843,05-2021,2021
2021-05-19,2543,05-2021,2021
2021-05-20,2978,05-2021,2021
2021-05-21,2227,05-2021,2021
2021-05-22,789,05-2021,2021
2021-05-23,763,05-2021,2021
2021-05-24,2355,05-2021,2021
2021-05-25,2749,05-2021,2021
2021-05-26,2736,05-2021,2021
2021-05-27,2567,05-2021,2021
2021-05-28,2697,05-2021,2021
2021-05-29,1172,05-2021,2021
2021-05-30,968,05-2021,2021
2021-05-31,1749,05-2021,2021
2021-06-01,2815,06-2021,2021
2021-06-02,3395,06-2021,2021
2021-06-03,2763,06-2021,2021
2021-06-04,2195,06-2021,2021
2021-06-05,711,06-2021,2021
2021-06-06,812,06-2021,2021
2021-06-07,2956,06-2021,2021
2021-06-08,3142,06-2021,2021
2021-06-09,3312,06-2021,2021
2021-06-10,3156,06-2021,2021
2021-06-11,2875,06-2021,2021
2021-06-12,1148,06-2021,2021
2021-06-13,1047,06-2021,2021
2021-06-14,2561,06-2021,2021
2021-06-15,3253,06-2021,2021
2021-06-16,3026,06-2021,2021
2021-06-17,2703,06-2021,2021
2021-06-18,2432,06-2021,2021
2021-06-19,916,06-2021,2021
2021-06-20,958,06-2021,2021
2021-06-21,2772,06-2021,2021
2021-06-22,2718,06-2021,2021
2021-06-23,2876,06-2021,2021
2021-06-24,2606,06-2021,2021
2021-06-25,2190,06-2021,2021
2021-06-26,747,06-2021,2021
2021-06-27,994,06-2021,2021
2021-06-28,2774,06-2021,2021
2021-06-29,2641,06-2021,2021
2021-06-30,2518,06-2021,2021
2021-07-01,2508,07-2021,2021
2021-07-02,1935,07-2021,2021
2021-07-03,1041,07-2021,2021
2021-07-04,1219,07-2021,2021
2021-07-05,2173,07-2021,2021
2021-07-06,2776,07-2021,2021
2021-07-07,2411,07-2021,2021
2021-07-08,2705,07-2021,2021
2021-07-09,2373,07-2021,2021
2021-07-10,888,07-2021,2021
2021-07-11,848,07-2021,2021
2021-07-12,2325,07-2021,2021
2021-07-13,2567,07-2021,2021
2021-07-14,2555,07-2021,2021
2021-07-15,2240,07-2021,2021
2021-07-16,2014,07-2021,2021
2021-07-17,721,07-2021,2021
2021-07-18,716,07-2021,2021
2021-07-19,2169,07-2021,2021
2021-07-20,2231,07-2021,2021
2021-07-21,2425,07-2021,2021
2021-07-22,2412,07-2021,2021
2021-07-23,1948,07-2021,2021
2021-07-24,965,07-2021,2021
2021-07-25,965,07-2021,2021
2021-07-26,2260,07-2021,2021
2021-07-27,2541,07-2021,2021
2021-07-28,2461,07-2021,2021
2021-07-29,2376,07-2021,2021
2021-07-30,1944,07-2021,2021
2021-07-31,1234,07-2021,2021
2021-08-01,1028,08-2021,2021
2021-08-02,2303,08-2021,2021
2021-08-03,2402,08-2021,2021
2021-08-04,2458,08-2021,2021
2021-08-05,2683,08-2021,2021
2021-08-06,2460,08-2021,2021
2021-08-07,1080,08-2021,2021
2021-08-08,1187,08-2021,2021
2021-08-09,2476,08-2021,2021
2021-08-10,2825,08-2021,2021
2021-08-11,2651,08-2021,2021
2021-08-12,2485,08-2021,2021
2021-08-13,8702,08-2021,2021
2021-08-14,3099,08-2021,2021
2021-08-15,1972,08-2021,2021
2021-08-16,3072,08-2021,2021
2021-08-17,3106,08-2021,2021
2021-08-18,2890,08-2021,2021
2021-08-19,2548,08-2021,2021
2021-08-20,1847,08-2021,2021
2021-08-21,1265,08-2021,2021
2021-08-22,1299,08-2021,2021
2021-08-23,3058,08-2021,2021
2021-08-24,3143,08-2021,2021
2021-08-25,2816,08-2021,2021
2021-08-26,2970,08-2021,2021
2021-08-27,2579,08-2021,2021
2021-08-28,1124,08-2021,2021
2021-08-29,1223,08-2021,2021
2021-08-30,2405,08-2021,2021
2021-08-31,2992,08-2021,2021
2021-09-01,2665,09-2021,2021
2021-09-02,2953,09-2021,2021
2021-09-03,1903,09-2021,2021
2021-09-04,868,09-2021,2021
2021-09-05,1118,09-2021,2021
2021-09-06,1606,09-2021,2021
2021-09-07,2377,09-2021,2021
2021-09-08,2760,09-2021,2021
2021-09-09,2710,09-2021,2021
2021-09-10,2477,09-2021,2021
2021-09-11,921,09-2021,2021
2021-09-12,964,09-2021,2021
2021-09-13,2612,09-2021,2021
2021-09-14,3010,09-2021,2021
2021-09-15,3291,09-2021,2021
2021-09-16,3020,09-2021,2021
2021-09-17,2413,09-2021,2021
2021-09-18,840,09-2021,2021
2021-09-19,906,09-2021,2021
2021-09-20,2643,09-2021,2021
2021-09-21,2967,09-2021,2021
2021-09-22,3165,09-2021,2021
2021-09-23,2953,09-2021,2021
2021-09-24,2669,09-2021,2021
2021-09-25,1286,09-2021,2021
2021-09-26,796,09-2021,2021
2021-09-27,3111,09-2021,2021
2021-09-28,3955,09-2021,2021
2021-09-29,4044,09-2021,2021
2021-09-30,2598,09-2021,2021
2021-10-01,2277,10-2021,2021
2021-10-02,930,10-2021,2021
2021-10-03,850,10-2021,2021
2021-10-04,2892,10-2021,2021
2021-10-05,3774,10-2021,2021
2021-10-06,4356,10-2021,2021
2021-10-07,3246,10-2021,2021
2021-10-08,2272,10-2021,2021
2021-10-09,752,10-2021,2021
2021-10-10,904,10-2021,2021
2021-10-11,2384,10-2021,2021
2021-10-12,2620,10-2021,2021
2021-10-13,2903,10-2021,2021
2021-10-14,2696,10-2021,2021
2021-10-15,2264,10-2021,2021
2021-10-16,833,10-2021,2021
2021-10-17,962,10-2021,2021
2021-10-18,2789,10-2021,2021
2021-10-19,2790,10-2021,2021
2021-10-20,2800,10-2021,2021
2021-10-21,2674,10-2021,2021
2021-10-22,2261,10-2021,2021
2021-10-23,896,10-2021,2021
2021-10-24,918,10-2021,2021
2021-10-25,2632,10-2021,2021
2021-10-26,2720,10-2021,2021
2021-10-27,2648,10-2021,2021
2021-10-28,2717,10-2021,2021
2021-10-29,2559,10-2021,2021
2021-10-30,849,10-2021,2021
2021-10-31,840,10-2021,2021
2021-11-01,2064,11-2021,2021
2021-11-02,2872,11-2021,2021
2021-11-03,2313,11-2021,2021
2021-11-04,2354,11-2021,2021
2021-11-05,2453,11-2021,2021
2021-11-06,746,11-2021,2021
2021-11-07,1031,11-2021,2021
2021-11-08,2617,11-2021,2021
2021-11-09,2671,11-2021,2021
2021-11-10,2407,11-2021,2021
2021-11-11,2371,11-2021,2021
2021-11-12,2111,11-2021,2021
2021-11-13,839,11-2021,2021
2021-11-14,862,11-2021,2021
2021-11-15,2320,11-2021,2021
2021-11-16,2504,11-2021,2021
2021-11-17,2243,11-2021,2021
2021-11-18,2626,11-2021,2021
2021-11-19,2155,11-2021,2021
2021-11-20,827,11-2021,2021
2021-11-21,873,11-2021,2021
2021-11-22,2300,11-2021,2021
2021-11-23,2467,11-2021,2021
2021-11-24,2369,11-2021,2021
2021-11-25,1527,11-2021,2021
2021-11-26,1505,11-2021,2021
2021-11-27,747,11-2021,2021
2021-11-28,868,11-2021,2021
2021-11-29,2330,11-2021,2021
2021-11-30,2634,11-2021,2021
2021-12-01,2366,12-2021,2021
2021-12-02,2526,12-2021,2021
2021-12-03,2117,12-2021,2021
2021-12-04,785,12-2021,2021
2021-12-05,940,12-2021,2021
2021-12-06,2449,12-2021,2021
2021-12-07,2800,12-2021,2021
2021-12-08,2704,12-2021,2021
2021-12-09,2301,12-2021,2021
2021-12-10,2064,12-2021,2021
2021-12-11,823,12-2021,2021
2021-12-12,802,12-2021,2021
2021-12-13,2673,12-2021,2021
2021-12-14,2280,12-2021,2021
2021-12-15,2160,12-2021,2021
2021-12-16,2202,12-2021,2021
2021-12-17,1652,12-2021,2021
2021-12-18,712,12-2021,2021
2021-12-19,713,12-2021,2021
2021-12-20,1859,12-2021,2021
2021-12-21,1874,12-2021,2021
2021-12-22,1747,12-2021,2021
2021-12-23,1240,12-2021,2021
2021-12-24,701,12-2021,2021
2021-12-25,504,12-2021,2021
2021-12-26,671,12-2021,2021
2021-12-27,1194,12-2021,2021
2021-12-28,1187,12-2021,2021
2021-12-29,1494,12-2021,2021
2021-12-30,1240,12-2021,2021
2021-12-31,688,12-2021,2021
2022-01-01,624,01-2022,2022
2022-01-02,694,01-2022,2022
2022-01-03,1749,01-2022,2022
2022-01-04,2411,01-2022,2022
2022-01-05,2376,01-2022,2022
2022-01-06,2324,01-2022,2022
2022-01-07,2254,01-2022,2022
2022-01-08,1144,01-2022,2022
2022-01-09,904,01-2022,2022
2022-01-10,2679,01-2022,2022
2022-01-11,3238,01-2022,2022
2022-01-12,2724,01-2022,2022
2022-01-13,2828,01-2022,2022
2022-01-14,2363,01-2022,2022
2022-01-15,964,01-2022,2022
2022-01-16,911,01-2022,2022
2022-01-17,2350,01-2022,2022
2022-01-18,2640,01-2022,2022
2022-01-19,2776,01-2022,2022
2022-01-20,2974,01-2022,2022
2022-01-21,2275,01-2022,2022
2022-01-22,918,01-2022,2022
2022-01-23,931,01-2022,2022
2022-01-24,2714,01-2022,2022
2022-01-25,2882,01-2022,2022
2022-01-26,3152,01-2022,2022
2022-01-27,2917,01-2022,2022
2022-01-28,2569,01-2022,2022
2022-01-29,975,01-2022,2022
2022-01-30,1159,01-2022,2022
2022-01-31,2967,01-2022,2022
2022-02-01,3116,02-2022,2022
2022-02-02,3936,02-2022,2022
2022-02-03,3316,02-2022,2022
2022-02-04,2753,02-2022,2022
2022-02-05,1053,02-2022,2022
2022-02-06,1015,02-2022,2022
2022-02-07,3183,02-2022,2022
2022-02-08,3252,02-2022,2022
2022-02-09,3258,02-2022,2022
2022-02-10,2811,02-2022,2022
2022-02-11,2436,02-2022,2022
2022-02-12,925,02-2022,2022
2022-02-13,785,02-2022,2022
2022-02-14,2934,02-2022,2022
2022-02-15,2767,02-2022,2022
2022-02-16,3355,02-2022,2022
2022-02-17,3109,02-2022,2022
2022-02-18,2339,02-2022,2022
2022-02-19,953,02-2022,2022
2022-02-20,1035,02-2022,2022
2022-02-21,2338,02-2022,2022
2022-02-22,2884,02-2022,2022
2022-02-23,2856,02-2022,2022
2022-02-24,2358,02-2022,2022
2022-02-25,2316,02-2022,2022
2022-02-26,817,02-2022,2022
2022-02-27,853,02-2022,2022
2022-02-28,2673,02-2022,2022
2022-03-01,2724,03-2022,2022
2022-03-02,2695,03-2022,2022
2022-03-03,2729,03-2022,2022
2022-03-04,2260,03-2022,2022
2022-03-05,919,03-2022,2022
2022-03-06,856,03-2022,2022
2022-03-07,2429,03-2022,2022
2022-03-08,2670,03-2022,2022
2022-03-09,2680,03-2022,2022
2022-03-10,3023,03-2022,2022
2022-03-11,2593,03-2022,2022
2022-03-12,872,03-2022,2022
2022-03-13,875,03-2022,2022
2022-03-14,3013,03-2022,2022
2022-03-15,2906,03-2022,2022
2022-03-16,2835,03-2022,2022
2022-03-17,2809,03-2022,2022
2022-03-18,1903,03-2022,2022
2022-03-19,815,03-2022,2022
2022-03-20,842,03-2022,2022
2022-03-21,2535,03-2022,2022
2022-03-22,2949,03-2022,2022
2022-03-23,3004,03-2022,2022
2022-03-24,3213,03-2022,2022
2022-03-25,2252,03-2022,2022
2022-03-26,867,03-2022,2022
2022-03-27,936,03-2022,2022
2022-03-28,2711,03-2022,2022
2022-03-29,2878,03-2022,2022
2022-03-30,2818,03-2022,2022
2022-03-31,2724,03-2022,2022
2022-04-01,2311,04-2022,2022
2022-04-02,812,04-2022,2022
2022-04-03,927,04-2022,2022
2022-04-04,2725,04-2022,2022
2022-04-05,2651,04-2022,2022
2022-04-06,2635,04-2022,2022
2022-04-07,2675,04-2022,2022
2022-04-08,2098,04-2022,2022
2022-04-09,766,04-2022,2022
2022-04-10,767,04-2022,2022
2022-04-11,2459,04-2022,2022
2022-04-12,2643,04-2022,2022
2022-04-13,2476,04-2022,2022
2022-04-14,2938,04-2022,2022
2022-04-15,1285,04-2022,2022
2022-04-16,733,04-2022,2022
2022-04-17,707,04-2022,2022
2022-04-18,2051,04-2022,2022
2022-04-19,2363,04-2022,2022
2022-04-20,2468,04-2022,2022
2022-04-21,2497,04-2022,2022
2022-04-22,2122,04-2022,2022
2022-04-23,843,04-2022,2022
2022-04-24,991,04-2022,2022
2022-04-25,2497,04-2022,2022
2022-04-26,2613,04-2022,2022
2022-04-27,2799,04-2022,2022
2022-04-28,2611,04-2022,2022
2022-04-29,2237,04-2022,2022
2022-04-30,770,04-2022,2022
2022-05-01,841,05-2022,2022
2022-05-02,1995,05-2022,2022
2022-05-03,2234,05-2022,2022
2022-05-04,2519,05-2022,2022
2022-05-05,2308,05-2022,2022
2022-05-06,2350,05-2022,2022
2022-05-07,780,05-2022,2022
2022-05-08,773,05-2022,2022
2022-05-09,2360,05-2022,2022
2022-05-10,2525,05-2022,2022
2022-05-11,2555,05-2022,2022
2022-05-12,2583,05-2022,2022
2022-05-13,2229,05-2022,2022
2022-05-14,803,05-2022,2022
2022-05-15,778,05-2022,2022
2022-05-16,2154,05-2022,2022
2022-05-17,2522,05-2022,2022
2022-05-18,2546,05-2022,2022
2022-05-19,2551,05-2022,2022
2022-05-20,2398,05-2022,2022
2022-05-21,733,05-2022,2022
2022-05-22,839,05-2022,2022
2022-05-23,2715,05-2022,2022
2022-05-24,3030,05-2022,2022
2022-05-25,2583,05-2022,2022
2022-05-26,2180,05-2022,2022
2022-05-27,1936,05-2022,2022
2022-05-28,656,05-2022,2022
2022-05-29,855,05-2022,2022
2022-05-30,1772,05-2022,2022
2022-05-31,2512,05-2022,2022
2022-06-01,2485,06-2022,2022
2022-06-02,2475,06-2022,2022
2022-06-03,1864,06-2022,2022
2022-06-04,654,06-2022,2022
2022-06-05,732,06-2022,2022
2022-06-06,2191,06-2022,2022
2022-06-07,2425,06-2022,2022
2022-06-08,2472,06-2022,2022
2022-06-09,2724,06-2022,2022
2022-06-10,2302,06-2022,2022
2022-06-11,685,06-2022,2022
2022-06-12,856,06-2022,2022
2022-06-13,2369,06-2022,2022
2022-06-14,2431,06-2022,2022
2022-06-15,2568,06-2022,2022
2022-06-16,2193,06-2022,2022
2022-06-17,1854,06-2022,2022
2022-06-18,714,06-2022,2022
2022-06-19,727,06-2022,2022
2022-06-20,1945,06-2022,2022
2022-06-21,2409,06-2022,2022
2022-06-22,2495,06-2022,2022
2022-06-23,2134,06-2022,2022
2022-06-24,1807,06-2022,2022
2022-06-25,629,06-2022,2022
2022-06-26,688,06-2022,2022
2022-06-27,2156,06-2022,2022
2022-06-28,2278,06-2022,2022
2022-06-29,2097,06-2022,2022
2022-06-30,2012,06-2022,2022
2022-07-01,1547,07-2022,2022
2022-07-02,586,07-2022,2022
2022-07-03,623,07-2022,2022
2022-07-04,1511,07-2022,2022
2022-07-05,2057,07-2022,2022
2022-07-06,2178,07-2022,2022
2022-07-07,2305,07-2022,2022
2022-07-08,1622,07-2022,2022
2022-07-09,688,07-2022,2022
2022-07-10,642,07-2022,2022
2022-07-11,1867,07-2022,2022
2022-07-12,2330,07-2022,2022
2022-07-13,2266,07-2022,2022
2022-07-14,2048,07-2022,2022
2022-07-15,1750,07-2022,2022
2022-07-16,615,07-2022,2022
2022-07-17,747,07-2022,2022
2022-07-18,2007,07-2022,2022
2022-07-19,1891,07-2022,2022
2022-07-20,2042,07-2022,2022
2022-07-21,2067,07-2022,2022
2022-07-22,1774,07-2022,2022
2022-07-23,650,07-2022,2022
2022-07-24,711,07-2022,2022
2022-07-25,1969,07-2022,2022
2022-07-26,1954,07-2022,2022
2022-07-27,2241,07-2022,2022
2022-07-28,1938,07-2022,2022
2022-07-29,1711,07-2022,2022
2022-07-30,673,07-2022,2022
2022-07-31,585,07-2022,2022
2022-08-01,1693,08-2022,2022
2022-08-02,2181,08-2022,2022
2022-08-03,1888,08-2022,2022
2022-08-04,1887,08-2022,2022
2022-08-05,1604,08-2022,2022
2022-08-06,669,08-2022,2022
2022-08-07,755,08-2022,2022
2022-08-08,1875,08-2022,2022
2022-08-09,2068,08-2022,2022
2022-08-10,2115,08-2022,2022
2022-08-11,1923,08-2022,2022
2022-08-12,1560,08-2022,2022
2022-08-13,576,08-2022,2022
2022-08-14,610,08-2022,2022
2022-08-15,1561,08-2022,2022
2022-08-16,2109,08-2022,2022
2022-08-17,1982,08-2022,2022
2022-08-18,2058,08-2022,2022
2022-08-19,1754,08-2022,2022
2022-08-20,633,08-2022,2022
2022-08-21,800,08-2022,2022
2022-08-22,1851,08-2022,2022
2022-08-23,2372,08-2022,2022
2022-08-24,2123,08-2022,2022
2022-08-25,2228,08-2022,2022
2022-08-26,1551,08-2022,2022
2022-08-27,617,08-2022,2022
2022-08-28,731,08-2022,2022
2022-08-29,1685,08-2022,2022
2022-08-30,2256,08-2022,2022
2022-08-31,2299,08-2022,2022
2022-09-01,2054,09-2022,2022
2022-09-02,1907,09-2022,2022
2022-09-03,521,09-2022,2022
2022-09-04,569,09-2022,2022
2022-09-05,1371,09-2022,2022
2022-09-06,2215,09-2022,2022
2022-09-07,2256,09-2022,2022
2022-09-08,2388,09-2022,2022
2022-09-09,1845,09-2022,2022
2022-09-10,711,09-2022,2022
2022-09-11,711,09-2022,2022
2022-09-12,2320,09-2022,2022
2022-09-13,2580,09-2022,2022
2022-09-14,2437,09-2022,2022
2022-09-15,2687,09-2022,2022
2022-09-16,2284,09-2022,2022
2022-09-17,728,09-2022,2022
2022-09-18,765,09-2022,2022
2022-09-19,2417,09-2022,2022
2022-09-20,3282,09-2022,2022
2022-09-21,3898,09-2022,2022
2022-09-22,3926,09-2022,2022
2022-09-23,3157,09-2022,2022
2022-09-24,815,09-2022,2022
2022-09-25,834,09-2022,2022
2022-09-26,3604,09-2022,2022
2022-09-27,4156,09-2022,2022
2022-09-28,1921,09-2022,2022
2022-09-29,1758,09-2022,2022
2022-09-30,2055,09-2022,2022
2022-10-01,717,10-2022,2022
2022-10-02,827,10-2022,2022
2022-10-03,3208,10-2022,2022
2022-10-04,5845,10-2022,2022
2022-10-05,4674,10-2022,2022
2022-10-06,3897,10-2022,2022
2022-10-07,4060,10-2022,2022
2022-10-08,1410,10-2022,2022
2022-10-09,865,10-2022,2022
2022-10-10,3535,10-2022,2022
2022-10-11,3939,10-2022,2022
2022-10-12,4329,10-2022,2022
2022-10-13,4234,10-2022,2022
2022-10-14,3194,10-2022,2022
2022-10-15,1085,10-2022,2022
2022-10-16,1005,10-2022,2022
2022-10-17,4018,10-2022,2022
2022-10-18,4935,10-2022,2022
2022-10-19,4336,10-2022,2022
2022-10-20,5003,10-2022,2022
2022-10-21,4897,10-2022,2022
2022-10-22,840,10-2022,2022
2022-10-23,1061,10-2022,2022
2022-10-24,5521,10-2022,2022
2022-10-25,6148,10-2022,2022
2022-10-26,5721,10-2022,2022
2022-10-27,5067,10-2022,2022
2022-10-28,4292,10-2022,2022
2022-10-29,945,10-2022,2022
2022-10-30,1339,10-2022,2022
2022-10-31,4907,10-2022,2022
2022-11-01,5726,11-2022,2022
2022-11-02,7860,11-2022,2022
2022-11-03,7755,11-2022,2022
2022-11-04,6596,11-2022,2022
2022-11-05,2307,11-2022,2022
2022-11-06,2009,11-2022,2022
2022-11-07,7125,11-2022,2022
2022-11-08,6885,11-2022,2022
2022-11-09,6957,11-2022,2022
2022-11-10,6635,11-2022,2022
2022-11-11,5875,11-2022,2022
2022-11-12,2156,11-2022,2022
2022-11-13,1879,11-2022,2022
2022-11-14,5251,11-2022,2022
2022-11-15,5954,11-2022,2022
2022-11-16,6164,11-2022,2022
2022-11-17,6414,11-2022,2022
2022-11-18,3552,11-2022,2022
2022-11-19,969,11-2022,2022
2022-11-20,1006,11-2022,2022
2022-11-21,3660,11-2022,2022
2022-11-22,4496,11-2022,2022
2022-11-23,3681,11-2022,2022
2022-11-24,2905,11-2022,2022
2022-11-25,2825,11-2022,2022
2022-11-26,986,11-2022,2022
2022-11-27,1020,11-2022,2022
2022-11-28,5401,11-2022,2022
2022-11-29,6035,11-2022,2022
2022-11-30,6734,11-2022,2022
2022-12-01,6688,12-2022,2022
2022-12-02,4689,12-2022,2022
2022-12-03,1112,12-2022,2022
2022-12-04,1050,12-2022,2022
2022-12-05,4865,12-2022,2022
2022-12-06,4907,12-2022,2022
2022-12-07,5252,12-2022,2022
2022-12-08,4730,12-2022,2022
2022-12-09,4282,12-2022,2022
2022-12-10,808,12-2022,2022
2022-12-11,814,12-2022,2022
2022-12-12,4975,12-2022,2022
2022-12-13,5065,12-2022,2022
2022-12-14,5048,12-2022,2022
2022-12-15,4498,12-2022,2022
2022-12-16,3930,12-2022,2022
2022-12-17,760,12-2022,2022
2022-12-18,649,12-2022,2022
2022-12-19,4244,12-2022,2022
2022-12-20,4632,12-2022,2022
2022-12-21,4076,12-2022,2022
2022-12-22,3576,12-2022,2022
2022-12-23,2192,12-2022,2022
2022-12-24,526,12-2022,2022
2022-12-25,360,12-2022,2022
2022-12-26,913,12-2022,2022
2022-12-27,2116,12-2022,2022
2022-12-28,2133,12-2022,2022
2022-12-29,2055,12-2022,2022
2022-12-30,1666,12-2022,2022
2022-12-31,476,12-2022,2022
2023-01-01,366,01-2023,2023
2023-01-02,1660,01-2023,2023
2023-01-03,3997,01-2023,2023
2023-01-04,4333,01-2023,2023
2023-01-05,3945,01-2023,2023
2023-01-06,3352,01-2023,2023
2023-01-07,673,01-2023,2023
2023-01-08,678,01-2023,2023
2023-01-09,4249,01-2023,2023
2023-01-10,4752,01-2023,2023
2023-01-11,4883,01-2023,2023
2023-01-12,4880,01-2023,2023
2023-01-13,3767,01-2023,2023
2023-01-14,820,01-2023,2023
2023-01-15,995,01-2023,2023
2023-01-16,3387,01-2023,2023
2023-01-17,5638,01-2023,2023
2023-01-18,5438,01-2023,2023
2023-01-19,5119,01-2023,2023
2023-01-20,4861,01-2023,2023
2023-01-21,1164,01-2023,2023
2023-01-22,1203,01-2023,2023
2023-01-23,4727,01-2023,2023
2023-01-24,5346,01-2023,2023
2023-01-25,5313,01-2023,2023
2023-01-26,5122,01-2023,2023
2023-01-27,4582,01-2023,2023
2023-01-28,898,01-2023,2023
2023-01-29,1044,01-2023,2023
2023-01-30,5415,01-2023,2023
2023-01-31,5912,01-2023,2023
2023-02-01,5581,02-2023,2023
2023-02-02,5728,02-2023,2023
2023-02-03,5016,02-2023,2023
2023-02-04,903,02-2023,2023
2023-02-05,920,02-2023,2023
2023-02-06,4801,02-2023,2023
2023-02-07,5221,02-2023,2023
2023-02-08,5497,02-2023,2023
2023-02-09,4896,02-2023,2023
2023-02-10,4409,02-2023,2023
2023-02-11,871,02-2023,2023
2023-02-12,771,02-2023,2023
2023-02-13,3875,02-2023,2023
2023-02-14,4674,02-2023,2023
2023-02-15,5100,02-2023,2023
2023-02-16,4898,02-2023,2023
2023-02-17,4490,02-2023,2023
2023-02-18,963,02-2023,2023
2023-02-19,888,02-2023,2023
2023-02-20,3596,02-2023,2023
2023-02-21,5249,02-2023,2023
2023-02-22,5197,02-2023,2023
2023-02-23,4820,02-2023,2023
2023-02-24,4160,02-2023,2023
2023-02-25,948,02-2023,2023
2023-02-26,889,02-2023,2023
2023-02-27,4281,02-2023,2023
2023-02-28,4663,02-2023,2023
2023-03-01,4746,03-2023,2023
2023-03-02,4232,03-2023,2023
2023-03-03,3490,03-2023,2023
2023-03-04,770,03-2023,2023
2023-03-05,720,03-2023,2023
2023-03-06,4052,03-2023,2023
2023-03-07,4741,03-2023,2023
2023-03-08,4821,03-2023,2023
2023-03-09,5184,03-2023,2023
2023-03-10,4157,03-2023,2023
2023-03-11,806,03-2023,2023
2023-03-12,899,03-2023,2023
2023-03-13,4657,03-2023,2023
2023-03-14,5023,03-2023,2023
2023-03-15,5867,03-2023,2023
2023-03-16,4924,03-2023,2023
2023-03-17,5990,03-2023,2023
2023-03-18,1556,03-2023,2023
2023-03-19,1132,03-2023,2023
2023-03-20,4399,03-2023,2023
2023-03-21,4632,03-2023,2023
2023-03-22,5024,03-2023,2023
2023-03-23,4750,03-2023,2023
2023-03-24,4240,03-2023,2023
2023-03-25,966,03-2023,2023
2023-03-26,1245,03-2023,2023
2023-03-27,6847,03-2023,2023
2023-03-28,6953,03-2023,2023
2023-03-29,7156,03-2023,2023
2023-03-30,5838,03-2023,2023
2023-03-31,4513,03-2023,2023
2023-04-01,820,04-2023,2023
2023-04-02,835,04-2023,2023
2023-04-03,5389,04-2023,2023
2023-04-04,5751,04-2023,2023
2023-04-05,5485,04-2023,2023
2023-04-06,6239,04-2023,2023
2023-04-07,5089,04-2023,2023
2023-04-08,852,04-2023,2023
2023-04-09,689,04-2023,2023
2023-04-10,5437,04-2023,2023
2023-04-11,5350,04-2023,2023
2023-04-12,4763,04-2023,2023
2023-04-13,5049,04-2023,2023
2023-04-14,4323,04-2023,2023
2023-04-15,1268,04-2023,2023
